ProductID,order_year,order_month,month_start,season,monthly_units,monthly_revenue,seasonal_units,seasonal_revenue,mom_pct_change,seasonal_index
5,1994,9,1994-09-01,Autumn,20,340,20,340,-74.03,0.54
5,1995,1,1995-01-01,Winter,32,544,32,544,60.00,0.86
5,1995,9,1995-09-01,Autumn,15,288.22,19,373.62,-53.13,0.40
5,1995,11,1995-11-01,Autumn,4,85.4,19,373.62,-73.33,0.11
5,1996,2,1996-02-01,Winter,30,640.5,30,640.5,650.00,0.81
5,1996,4,1996-04-01,Spring,20,427,120,2401.88,-33.33,0.54
5,1996,5,1996-05-01,Spring,100,1974.88,120,2401.88,400.00,2.68
6,1994,10,1994-10-01,Autumn,30,600,36,720,NULL,0.80
6,1994,11,1994-11-01,Autumn,6,120,36,720,-80.00,0.16
6,1995,9,1995-09-01,Autumn,70,1750,70,1750,1066.67,1.86
6,1995,12,1995-12-01,Winter,30,750,30,750,-57.14,0.80
6,1996,2,1996-02-01,Winter,6,150,6,150,-80.00,0.16
6,1996,3,1996-03-01,Spring,50,1187.5,138,3367.5,733.33,1.33
6,1996,4,1996-04-01,Spring,88,2180,138,3367.5,76.00,2.34
6,1996,6,1996-06-01,Summer,21,399.5,21,399.5,-76.14,0.56
7,1994,8,1994-08-01,Summer,15,360,15,360,NULL,0.29
7,1995,1,1995-01-01,Winter,10,192,10,192,-33.33,0.20
7,1995,3,1995-03-01,Spring,16,364.8,96,2359.8,60.00,0.31
7,1995,4,1995-04-01,Spring,30,720,96,2359.8,87.50,0.59
7,1995,5,1995-05-01,Spring,50,1275,96,2359.8,66.67,0.98
7,1995,6,1995-06-01,Summer,10,300,65,1950,-80.00,0.20
7,1995,8,1995-08-01,Summer,55,1650,65,1950,450.00,1.08
7,1995,9,1995-09-01,Autumn,35,1050,125,3750,-36.36,0.69
7,1995,11,1995-11-01,Autumn,90,2700,125,3750,157.14,1.77
7,1996,1,1996-01-01,Winter,38,1126.5,63,1816.5,-57.78,0.75
7,1996,2,1996-02-01,Winter,25,690,63,1816.5,-34.21,0.49
7,1996,3,1996-03-01,Spring,32,930,373,11160,28.00,0.63
7,1996,4,1996-04-01,Spring,217,6510,373,11160,578.13,4.27
7,1996,5,1996-05-01,Spring,124,3720,373,11160,-42.86,2.44
7,1996,6,1996-06-01,Summer,16,456,16,456,-87.10,0.31
8,1994,12,1994-12-01,Winter,140,3920,140,3920,NULL,3.39
8,1995,5,1995-05-01,Spring,34,1300,34,1300,-75.71,0.82
8,1995,11,1995-11-01,Autumn,50,2000,50,2000,47.06,1.21
8,1996,1,1996-01-01,Winter,30,960,50,1760,-40.00,0.73
8,1996,2,1996-02-01,Winter,20,800,50,1760,-33.33,0.48
8,1996,3,1996-03-01,Spring,30,1200,96,3720,50.00,0.73
8,1996,4,1996-04-01,Spring,36,1320,96,3720,20.00,0.87
8,1996,5,1996-05-01,Spring,30,1200,96,3720,-16.67,0.73
8,1996,6,1996-06-01,Summer,2,72,2,72,-93.33,0.05
9,1995,2,1995-02-01,Winter,20,1396.8,20,1396.8,NULL,1.05
9,1995,5,1995-05-01,Spring,16,1319.2,16,1319.2,-20.00,0.84
9,1995,10,1995-10-01,Autumn,50,3637.5,56,4219.5,212.50,2.63
9,1995,11,1995-11-01,Autumn,6,582,56,4219.5,-88.00,0.32
9,1996,2,1996-02-01,Winter,3,291,3,291,-50.00,0.16
10,1994,9,1994-09-01,Autumn,39,937.44,39,937.44,NULL,0.95
10,1994,12,1994-12-01,Winter,30,595.2,30,595.2,-23.08,0.73
10,1995,1,1995-01-01,Winter,16,396.8,16,396.8,-46.67,0.39
10,1995,3,1995-03-01,Spring,34,744,70,1686.4,112.50,0.82
10,1995,4,1995-04-01,Spring,20,471.2,70,1686.4,-41.18,0.49
10,1995,5,1995-05-01,Spring,16,471.2,70,1686.4,-20.00,0.39
10,1995,6,1995-06-01,Summer,2,62,87,2697,-87.50,0.05
10,1995,7,1995-07-01,Summer,5,155,87,2697,150.00,0.12
10,1995,8,1995-08-01,Summer,80,2480,87,2697,1500.00,1.94
10,1995,9,1995-09-01,Autumn,18,418.5,137,3940.1,-77.50,0.44
10,1995,10,1995-10-01,Autumn,46,1314.4,137,3940.1,155.56,1.12
10,1995,11,1995-11-01,Autumn,73,2207.2,137,3940.1,58.70,1.77
10,1996,1,1996-01-01,Winter,52,1612,183,5208,-28.77,1.26
10,1996,2,1996-02-01,Winter,131,3596,183,5208,151.92,3.18
10,1996,3,1996-03-01,Spring,80,2480,179,5375.4,-38.93,1.94
10,1996,4,1996-04-01,Spring,75,2263,179,5375.4,-6.25,1.82
10,1996,5,1996-05-01,Spring,24,632.4,179,5375.4,-68.00,0.58
10,1996,6,1996-06-01,Summer,1,31,1,31,-95.83,0.02
11,1994,8,1994-08-01,Summer,12,168,12,168,NULL,0.32
11,1994,10,1994-10-01,Autumn,12,201.6,62,873.6,0.00,0.32
11,1994,11,1994-11-01,Autumn,50,672,62,873.6,316.67,1.35
11,1994,12,1994-12-01,Winter,36,564.48,36,564.48,-28.00,0.97
11,1995,2,1995-02-01,Winter,30,504,35,609,-16.67,0.81
11,1995,3,1995-03-01,Spring,42,685.44,72,1126.44,40.00,1.13
11,1995,4,1995-04-01,Spring,30,441,72,1126.44,-28.57,0.81
11,1995,6,1995-06-01,Summer,93,1832.25,157,3050.25,210.00,2.50
11,1995,7,1995-07-01,Summer,50,924,157,3050.25,-46.24,1.35
11,1995,8,1995-08-01,Summer,14,294,157,3050.25,-72.00,0.38
11,1995,9,1995-09-01,Autumn,10,210,25,525,-28.57,0.27
11,1995,11,1995-11-01,Autumn,15,315,25,525,50.00,0.40
11,1995,12,1995-12-01,Winter,5,105,35,609,-66.67,0.13
11,1996,1,1996-01-01,Winter,85,1601.25,120,2294.25,1600.00,2.29
11,1996,2,1996-02-01,Winter,35,693,120,2294.25,-58.82,0.94
11,1996,3,1996-03-01,Spring,115,2205,177,3480.75,228.57,3.09
11,1996,4,1996-04-01,Spring,52,1065.75,177,3480.75,-54.78,1.40
11,1996,5,1996-05-01,Spring,10,210,177,3480.75,-80.77,0.27
11,1996,6,1996-06-01,Summer,10,210,10,210,0.00,0.27
12,1994,8,1994-08-01,Summer,12,346.56,12,346.56,NULL,0.31
12,1995,3,1995-03-01,Spring,15,456,15,456,25.00,0.39
12,1995,6,1995-06-01,Summer,45,1396.5,45,1396.5,200.00,1.18
12,1995,9,1995-09-01,Autumn,36,1162.8,176,6482.8,-20.00,0.94
12,1995,10,1995-10-01,Autumn,100,3800,176,6482.8,177.78,2.62
12,1995,11,1995-11-01,Autumn,40,1520,176,6482.8,-60.00,1.05
12,1996,4,1996-04-01,Spring,50,1900,94,3503.6,25.00,1.31
12,1996,5,1996-05-01,Spring,44,1603.6,94,3503.6,-12.00,1.15
12,1996,6,1996-06-01,Summer,2,72.2,2,72.2,-95.45,0.05
13,1994,9,1994-09-01,Autumn,30,134.4,42,192,NULL,0.54
13,1994,11,1994-11-01,Autumn,12,57.6,42,192,-60.00,0.22
13,1995,1,1995-01-01,Winter,48,230.4,60,299.04,300.00,0.86
13,1995,2,1995-02-01,Winter,2,8.64,60,299.04,-95.83,0.04
13,1995,4,1995-04-01,Spring,1,4.8,11,64.8,-50.00,0.02
13,1995,5,1995-05-01,Spring,10,60,11,64.8,900.00,0.18
13,1995,6,1995-06-01,Summer,18,108,86,511.2,80.00,0.32
13,1995,8,1995-08-01,Summer,68,403.2,86,511.2,277.78,1.22
13,1995,9,1995-09-01,Autumn,13,66.3,13,66.3,-80.88,0.23
13,1995,12,1995-12-01,Winter,10,60,60,299.04,-23.08,0.18
13,1996,1,1996-01-01,Winter,20,102,111,585.9,100.00,0.36
13,1996,2,1996-02-01,Winter,91,483.9,111,585.9,355.00,1.63
13,1996,3,1996-03-01,Spring,73,429.6,554,3160.2,-19.78,1.31
13,1996,4,1996-04-01,Spring,288,1584.6,554,3160.2,294.52,5.17
13,1996,5,1996-05-01,Spring,193,1146,554,3160.2,-32.99,3.47
13,1996,6,1996-06-01,Summer,14,81,14,81,-92.75,0.25
14,1994,8,1994-08-01,Summer,9,167.4,9,167.4,NULL,0.27
14,1994,11,1994-11-01,Autumn,19,353.4,19,353.4,111.11,0.56
14,1995,1,1995-01-01,Winter,57,864.9,145,2544.71,200.00,1.69
14,1995,2,1995-02-01,Winter,67,1209,145,2544.71,17.54,1.99
14,1995,4,1995-04-01,Spring,12,223.2,82,1850.7,-82.09,0.36
14,1995,5,1995-05-01,Spring,70,1627.5,82,1850.7,483.33,2.08
14,1995,7,1995-07-01,Summer,56,1106.7,56,1106.7,-20.00,1.66
14,1995,9,1995-09-01,Autumn,24,558,57,1318.27,-57.14,0.71
14,1995,10,1995-10-01,Autumn,33,760.27,57,1318.27,37.50,0.98
14,1995,12,1995-12-01,Winter,21,470.81,145,2544.71,-36.36,0.62
14,1996,1,1996-01-01,Winter,15,279,15,279,-28.57,0.45
14,1996,6,1996-06-01,Summer,21,371.3,21,371.3,40.00,0.62
15,1994,9,1994-09-01,Autumn,20,248,25,310,NULL,0.98
15,1994,11,1994-11-01,Autumn,5,62,25,310,-75.00,0.25
15,1995,5,1995-05-01,Spring,12,176.7,12,176.7,140.00,0.59
15,1995,7,1995-07-01,Summer,10,155,35,523.12,-16.67,0.49
15,1995,8,1995-08-01,Summer,25,368.12,35,523.12,150.00,1.23
15,1995,10,1995-10-01,Autumn,50,775,50,775,100.00,2.46
16,1994,8,1994-08-01,Summer,95,1112,95,1112,NULL,1.72
16,1994,9,1994-09-01,Autumn,40,472.6,101,1276.71,-57.89,0.73
16,1994,10,1994-10-01,Autumn,40,556,101,1276.71,0.00,0.73
16,1994,11,1994-11-01,Autumn,21,248.11,101,1276.71,-47.50,0.38
16,1994,12,1994-12-01,Winter,56,739.48,56,739.48,166.67,1.02
16,1995,2,1995-02-01,Winter,21,248.11,39,549.12,-62.50,0.38
16,1995,3,1995-03-01,Spring,85,1023.73,188,2559.95,304.76,1.54
16,1995,4,1995-04-01,Spring,53,663.72,188,2559.95,-37.65,0.96
16,1995,5,1995-05-01,Spring,50,872.5,188,2559.95,-5.66,0.91
16,1995,6,1995-06-01,Summer,84,1334.92,126,2020.7,68.00,1.52
16,1995,7,1995-07-01,Summer,12,188.46,126,2020.7,-85.71,0.22
16,1995,8,1995-08-01,Summer,30,497.32,126,2020.7,150.00,0.54
16,1995,10,1995-10-01,Autumn,93,1352.37,133,2050.37,210.00,1.69
16,1995,11,1995-11-01,Autumn,40,698,133,2050.37,-56.99,0.73
16,1995,12,1995-12-01,Winter,18,301.01,39,549.12,-55.00,0.33
16,1996,1,1996-01-01,Winter,85,1483.25,135,2355.75,372.22,1.54
16,1996,2,1996-02-01,Winter,50,872.5,135,2355.75,-41.18,0.91
16,1996,3,1996-03-01,Spring,63,958,239,3840.74,26.00,1.14
16,1996,4,1996-04-01,Spring,173,2830.39,239,3840.74,174.60,3.14
16,1996,5,1996-05-01,Spring,3,52.35,239,3840.74,-98.27,0.05
16,1996,6,1996-06-01,Summer,46,710.91,46,710.91,1433.33,0.83
17,1994,8,1994-08-01,Summer,30,936,30,936,NULL,0.55
17,1994,9,1994-09-01,Autumn,30,819,168,5015.4,0.00,0.55
17,1994,10,1994-10-01,Autumn,40,1248,168,5015.4,33.33,0.74
17,1994,11,1994-11-01,Autumn,98,2948.4,168,5015.4,145.00,1.80
17,1994,12,1994-12-01,Winter,36,1010.88,36,1010.88,-63.27,0.66
17,1995,2,1995-02-01,Winter,2,62.4,22,803.4,-94.44,0.04
17,1995,3,1995-03-01,Spring,105,2605.2,105,2605.2,5150.00,1.93
17,1995,6,1995-06-01,Summer,73,2718.3,207,7913.1,-30.48,1.34
17,1995,7,1995-07-01,Summer,34,1294.8,207,7913.1,-53.42,0.63
17,1995,8,1995-08-01,Summer,100,3900,207,7913.1,194.12,1.84
17,1995,10,1995-10-01,Autumn,30,936,85,2802.15,-70.00,0.55
17,1995,11,1995-11-01,Autumn,55,1866.15,85,2802.15,83.33,1.01
17,1995,12,1995-12-01,Winter,20,741,22,803.4,-63.64,0.37
17,1996,1,1996-01-01,Winter,108,3480.75,114,3714.75,440.00,1.99
17,1996,2,1996-02-01,Winter,6,234,114,3714.75,-94.44,0.11
17,1996,3,1996-03-01,Spring,95,3673.8,211,7897.5,1483.33,1.75
17,1996,4,1996-04-01,Spring,27,1053,211,7897.5,-71.58,0.50
17,1996,5,1996-05-01,Spring,89,3170.7,211,7897.5,229.63,1.64
18,1994,9,1994-09-01,Autumn,12,600,97,4275,NULL,0.36
18,1994,10,1994-10-01,Autumn,25,1125,97,4275,108.33,0.74
18,1994,11,1994-11-01,Autumn,60,2550,97,4275,140.00,1.78
18,1995,1,1995-01-01,Winter,9,450,54,3000,-85.00,0.27
18,1995,4,1995-04-01,Spring,30,1500,55,2906.25,233.33,0.89
18,1995,5,1995-05-01,Spring,25,1406.25,55,2906.25,-16.67,0.74
18,1995,7,1995-07-01,Summer,18,956.25,58,2956.25,-28.00,0.53
18,1995,8,1995-08-01,Summer,40,2000,58,2956.25,122.22,1.19
18,1995,9,1995-09-01,Autumn,82,5100,94,5662.5,105.00,2.43
18,1995,11,1995-11-01,Autumn,12,562.5,94,5662.5,-85.37,0.36
18,1995,12,1995-12-01,Winter,45,2550,54,3000,275.00,1.34
18,1996,1,1996-01-01,Winter,30,1875,65,3671.88,-33.33,0.89
18,1996,2,1996-02-01,Winter,35,1796.88,65,3671.88,16.67,1.04
18,1996,3,1996-03-01,Spring,45,2812.5,116,6700,28.57,1.34
18,1996,4,1996-04-01,Spring,18,1012.5,116,6700,-60.00,0.53
18,1996,5,1996-05-01,Spring,53,2875,116,6700,194.44,1.57
19,1994,9,1994-09-01,Autumn,19,138.7,44,317.54999999999995,NULL,0.47
19,1994,10,1994-10-01,Autumn,15,109.5,44,317.54999999999995,-21.05,0.37
19,1994,11,1994-11-01,Autumn,10,69.35,44,317.54999999999995,-33.33,0.25
19,1994,12,1994-12-01,Winter,80,584,80,584,700.00,1.99
19,1995,2,1995-02-01,Winter,42,295.65,42,295.65,-47.50,1.05
19,1995,3,1995-03-01,Spring,67,458.44,93,648.24,59.52,1.67
19,1995,4,1995-04-01,Spring,26,189.8,93,648.24,-61.19,0.65
19,1995,6,1995-06-01,Summer,10,92,45,349.6,-61.54,0.25
19,1995,7,1995-07-01,Summer,35,257.6,45,349.6,250.00,0.87
19,1995,9,1995-09-01,Autumn,50,446.2,123,1046.5,42.86,1.24
19,1995,10,1995-10-01,Autumn,49,395.6,123,1046.5,-2.00,1.22
19,1995,11,1995-11-01,Autumn,24,204.7,123,1046.5,-51.02,0.60
19,1996,1,1996-01-01,Winter,74,646.76,103,891.48,208.33,1.84
19,1996,2,1996-02-01,Winter,29,244.72,103,891.48,-60.81,0.72
19,1996,3,1996-03-01,Spring,37,340.4,183,1660.6000000000001,27.59,0.92
19,1996,4,1996-04-01,Spring,19,174.8,183,1660.6000000000001,-48.65,0.47
19,1996,5,1996-05-01,Spring,127,1145.4,183,1660.6000000000001,568.42,3.16
19,1996,6,1996-06-01,Summer,10,69,10,69,-92.13,0.25
20,1994,8,1994-08-01,Summer,40,2462.4,40,2462.4,NULL,1.53
20,1994,9,1994-09-01,Autumn,26,1684.8,26,1684.8,-35.00,1.00
20,1995,1,1995-01-01,Winter,40,2397.6,40,2397.6,53.85,1.53
20,1995,5,1995-05-01,Spring,39,3159,39,3159,-2.50,1.50
20,1995,6,1995-06-01,Summer,15,1093.5,36,2454.3,-61.54,0.58
20,1995,8,1995-08-01,Summer,21,1360.8,36,2454.3,40.00,0.81
20,1995,10,1995-10-01,Autumn,21,1701,21,1701,0.00,0.81
20,1996,2,1996-02-01,Winter,5,405,5,405,-76.19,0.19
20,1996,3,1996-03-01,Spring,20,1539,105,8221.5,300.00,0.77
20,1996,4,1996-04-01,Spring,70,5467.5,105,8221.5,250.00,2.68
20,1996,5,1996-05-01,Spring,15,1215,105,8221.5,-78.57,0.58
20,1996,6,1996-06-01,Summer,1,77.76,1,77.76,-93.33,0.04
21,1994,8,1994-08-01,Summer,30,240,30,240,NULL,0.53
21,1994,11,1994-11-01,Autumn,10,72,10,72,-66.67,0.18
21,1994,12,1994-12-01,Winter,5,36,5,36,-50.00,0.09
21,1995,1,1995-01-01,Winter,10,68,122,1060,100.00,0.18
21,1995,2,1995-02-01,Winter,42,312,122,1060,320.00,0.74
21,1995,3,1995-03-01,Spring,130,912,217,1590,209.52,2.30
21,1995,4,1995-04-01,Spring,35,238,217,1590,-73.08,0.62
21,1995,5,1995-05-01,Spring,52,440,217,1590,48.57,0.92
21,1995,6,1995-06-01,Summer,21,204,35,344,-59.62,0.37
21,1995,8,1995-08-01,Summer,14,140,35,344,-33.33,0.25
21,1995,9,1995-09-01,Autumn,97,885,206,1947,592.86,1.72
21,1995,10,1995-10-01,Autumn,72,708,206,1947,-25.77,1.28
21,1995,11,1995-11-01,Autumn,37,354,206,1947,-48.61,0.66
21,1995,12,1995-12-01,Winter,70,680,122,1060,89.19,1.24
21,1996,1,1996-01-01,Winter,40,400,40,400,-42.86,0.71
21,1996,3,1996-03-01,Spring,100,980,351,3415,150.00,1.77
21,1996,4,1996-04-01,Spring,148,1420,351,3415,48.00,2.62
21,1996,5,1996-05-01,Spring,103,1015,351,3415,-30.41,1.82
22,1994,8,1994-08-01,Summer,6,95.76,6,95.76,NULL,0.17
22,1995,3,1995-03-01,Spring,12,201.6,12,201.6,100.00,0.34
22,1995,6,1995-06-01,Summer,24,504,72,1512,100.00,0.69
22,1995,8,1995-08-01,Summer,48,1008,72,1512,100.00,1.38
22,1995,9,1995-09-01,Autumn,95,1995,115,2310,97.92,2.73
22,1995,10,1995-10-01,Autumn,20,315,115,2310,-78.95,0.57
22,1996,1,1996-01-01,Winter,10,210,97,2037,-50.00,0.29
22,1996,2,1996-02-01,Winter,87,1827,97,2037,770.00,2.50
22,1996,4,1996-04-01,Spring,21,441,46,966,-75.86,0.60
22,1996,5,1996-05-01,Spring,25,525,46,966,19.05,0.72
23,1994,11,1994-11-01,Autumn,40,288,40,288,NULL,1.03
23,1994,12,1994-12-01,Winter,25,180,25,180,-37.50,0.65
23,1995,1,1995-01-01,Winter,40,288,144,1116,60.00,1.03
23,1995,2,1995-02-01,Winter,60,432,144,1116,50.00,1.55
23,1995,4,1995-04-01,Spring,36,259.2,46,331.2,-40.00,0.93
23,1995,5,1995-05-01,Spring,10,72,46,331.2,-72.22,0.26
23,1995,6,1995-06-01,Summer,90,706.5,90,706.5,800.00,2.33
23,1995,9,1995-09-01,Autumn,10,90,47,423,-88.89,0.26
23,1995,10,1995-10-01,Autumn,37,333,47,423,270.00,0.96
23,1995,12,1995-12-01,Winter,44,396,144,1116,18.92,1.14
23,1996,2,1996-02-01,Winter,88,729,88,729,100.00,2.28
23,1996,3,1996-03-01,Spring,80,666,98,810,-9.09,2.07
23,1996,4,1996-04-01,Spring,8,54,98,810,-90.00,0.21
23,1996,5,1996-05-01,Spring,10,90,98,810,25.00,0.26
23,1996,6,1996-06-01,Summer,2,18,2,18,-80.00,0.05
24,1994,8,1994-08-01,Summer,43,146.7,43,146.7,NULL,0.69
24,1994,9,1994-09-01,Autumn,40,141.84,40,141.84,-6.98,0.64
24,1994,12,1994-12-01,Winter,45,160.2,45,160.2,12.50,0.72
24,1995,1,1995-01-01,Winter,30,108,30,108,-33.33,0.48
24,1995,3,1995-03-01,Spring,20,64.8,190,688.9499999999999,-33.33,0.32
24,1995,4,1995-04-01,Spring,133,464.4,190,688.9499999999999,565.00,2.13
24,1995,5,1995-05-01,Spring,37,159.75,190,688.9499999999999,-72.18,0.59
24,1995,6,1995-06-01,Summer,35,141.75,113,433.8,-5.41,0.56
24,1995,7,1995-07-01,Summer,43,166.05,113,433.8,22.86,0.69
24,1995,8,1995-08-01,Summer,35,126,113,433.8,-18.60,0.56
24,1995,9,1995-09-01,Autumn,23,93.37,78,340.87,-34.29,0.37
24,1995,11,1995-11-01,Autumn,55,247.5,78,340.87,139.13,0.88
24,1996,1,1996-01-01,Winter,40,166.5,80,301.5,-27.27,0.64
24,1996,2,1996-02-01,Winter,40,135,80,301.5,0.00,0.64
24,1996,3,1996-03-01,Spring,146,650.25,486,2092.5,265.00,2.34
24,1996,4,1996-04-01,Spring,200,888.75,486,2092.5,36.99,3.20
24,1996,5,1996-05-01,Spring,140,553.5,486,2092.5,-30.00,2.24
24,1996,6,1996-06-01,Summer,20,90,20,90,-85.71,0.32
25,1994,11,1994-11-01,Autumn,4,44.8,4,44.8,NULL,0.13
25,1994,12,1994-12-01,Winter,60,672,60,672,1400.00,1.89
25,1995,1,1995-01-01,Winter,7,58.8,7,58.8,-88.33,0.22
25,1995,4,1995-04-01,Spring,12,134.4,90,999.6,71.43,0.38
25,1995,5,1995-05-01,Spring,78,865.2,90,999.6,550.00,2.45
25,1996,1,1996-01-01,Winter,62,693,113,1313.2,-20.51,1.95
25,1996,2,1996-02-01,Winter,51,620.2,113,1313.2,-17.74,1.60
25,1996,3,1996-03-01,Spring,5,70,44,616,-90.20,0.16
25,1996,4,1996-04-01,Spring,24,336,44,616,380.00,0.75
25,1996,5,1996-05-01,Spring,15,210,44,616,-37.50,0.47
26,1994,11,1994-11-01,Autumn,74,1655.85,74,1655.85,NULL,1.67
26,1994,12,1994-12-01,Winter,16,398.4,16,398.4,-78.38,0.36
26,1995,1,1995-01-01,Winter,70,1307.25,164,3775.58,337.50,1.58
26,1995,2,1995-02-01,Winter,62,1506.45,164,3775.58,-11.43,1.40
26,1995,3,1995-03-01,Spring,61,1518.9,91,2265.9,-1.61,1.38
26,1995,4,1995-04-01,Spring,30,747,91,2265.9,-50.82,0.68
26,1995,6,1995-06-01,Summer,40,1249.2,51,1584.92,33.33,0.90
26,1995,8,1995-08-01,Summer,11,335.72,51,1584.92,-72.50,0.25
26,1995,9,1995-09-01,Autumn,35,929.09,125,3599.25,218.18,0.79
26,1995,10,1995-10-01,Autumn,45,1264.81,125,3599.25,28.57,1.02
26,1995,11,1995-11-01,Autumn,45,1405.35,125,3599.25,0.00,1.02
26,1995,12,1995-12-01,Winter,32,961.88,164,3775.58,-28.89,0.72
26,1996,1,1996-01-01,Winter,21,524.66,126,3258.85,-34.38,0.47
26,1996,2,1996-02-01,Winter,105,2734.19,126,3258.85,400.00,2.37
26,1996,3,1996-03-01,Spring,20,624.6,106,3310.38,-80.95,0.45
26,1996,4,1996-04-01,Spring,5,156.15,106,3310.38,-75.00,0.11
26,1996,5,1996-05-01,Spring,81,2529.63,106,3310.38,1520.00,1.83
27,1994,8,1994-08-01,Summer,25,877.5,25,877.5,NULL,0.55
27,1994,9,1994-09-01,Autumn,15,394.88,15,394.88,-40.00,0.33
27,1995,3,1995-03-01,Spring,50,1755,170,7023,233.33,1.10
27,1995,5,1995-05-01,Spring,120,5268,170,7023,140.00,2.63
